,position,game,console,publisher,developer,vgchart_score,critic_score,user_score,total_shipped,total_sales,na_sales,pal_sales,japan_sales,other_sales,release_date,last_update
416,417,Super Mario World: Super Mario Advance 2,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,9.4  ,N/A  ,5.69m,,,,,,09th Feb 02  ,
417,418,LEGO Star Wars: The Complete Saga,Wii,LucasArts  ,Traveller's Tales  ,N/A  ,8.0  ,N/A  ,,5.66m,3.57m,1.57m,,0.52m,06th Nov 07  ,
418,419,Cooking Mama,DS,Majesco  ,Office Create  ,N/A  ,6.6  ,N/A  ,,5.66m,3.09m,1.92m,0.07m,0.58m,12th Sep 06  ,
420,421,Super Mario Advance,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,8.2  ,N/A  ,5.57m,,,,,,10th Jun 01  ,
421,422,Assassin's Creed II,PS3,Ubisoft  ,Ubisoft Montreal  ,9.0  ,9.0  ,N/A  ,,5.57m,2.54m,1.95m,0.21m,0.86m,17th Nov 09  ,03rd Jan 18
422,423,Super Smash Bros.,N64,Nintendo  ,HAL Laboratory  ,N/A  ,8.4  ,N/A  ,5.55m,,,,,,26th Apr 99  ,11th Apr 18
423,424,Assassin's Creed,X360,Ubisoft  ,Ubisoft Montreal  ,7.5  ,8.2  ,8.0  ,,5.55m,3.28m,1.64m,0.07m,0.56m,13th Nov 07  ,
424,425,Batman: Arkham City,PS3,Warner Bros. Interactive  ,Rocksteady Studios  ,N/A  ,9.6  ,N/A  ,,5.54m,2.72m,1.89m,0.11m,0.82m,18th Oct 11  ,
425,426,Forza Motorsport 3,X360,Microsoft Game Studios  ,Turn 10 Studios  ,N/A  ,9.2  ,9.8  ,,5.50m,2.99m,1.90m,0.10m,0.51m,27th Oct 09  ,
426,427,Dragon Quest IX: Sentinels of the Starry Skies,DS,Nintendo  ,Level 5  ,N/A  ,8.6  ,N/A  ,5.50m,,,,,,11th Jul 10  ,
427,428,Final Fantasy IX,PS,Square  ,SquareSoft  ,N/A  ,9.2  ,N/A  ,5.50m,,,,,,13th Nov 00  ,
428,429,Final Fantasy X-2,PS2,Square Enix  ,Square Enix  ,N/A  ,8.3  ,N/A  ,5.50m,,,,,,18th Nov 03  ,
430,431,Tomb Raider (2013),PC,Square Enix  ,Crystal Dynamics  ,N/A  ,8.8  ,N/A  ,5.50m,,,,,,05th Mar 13  ,06th Jan 18
432,433,Pokémon Stadium,N64,Nintendo  ,HAL Laboratory  ,N/A  ,7.5  ,N/A  ,5.46m,,,,,,06th Mar 00  ,
434,435,Call of Duty: World at War,PS3,Activision  ,Treyarch  ,8.8  ,8.4  ,N/A  ,,5.43m,2.75m,1.84m,,0.84m,10th Nov 08  ,
435,436,Super Mario Advance 4: Super Mario Bros. 3,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,9.2  ,N/A  ,5.43m,,,,,,21st Oct 03  ,
436,437,Crash Bandicoot: The Wrath of Cortex,PS2,Universal Interactive  ,Traveller's Tales  ,N/A  ,6.9  ,N/A  ,,5.42m,2.07m,2.29m,0.24m,0.82m,29th Oct 01  ,
438,439,Super Smash Bros. for Wii U,WiiU,Nintendo  ,Bandai Namco Games  ,N/A  ,9.2  ,N/A  ,5.37m,,,,,,21st Nov 14  ,12th Apr 18
439,440,Final Fantasy XIII,PS3,Square Enix  ,Square Enix  ,9.0  ,8.0  ,9.2  ,,5.35m,1.75m,1.23m,1.87m,0.51m,09th Mar 10  ,
441,442,Gran Turismo 5 Prologue,PS3,Sony Computer Entertainment  ,Polyphony Digital  ,8.4  ,8.3  ,N/A  ,5.35m,,,,,,15th Apr 08  ,
444,445,Pokémon Pinball,GBC,Nintendo  ,Jupiter Corporation  ,N/A  ,8.7  ,N/A  ,5.31m,,,,,,31st Jul 99  ,06th Jan 18
445,446,Assassin's Creed II,X360,Ubisoft  ,Ubisoft Montreal  ,9.0  ,9.1  ,N/A  ,,5.30m,3.14m,1.55m,0.08m,0.52m,17th Nov 09  ,
448,449,Donkey Kong 64,N64,Nintendo  ,Rare Ltd.  ,N/A  ,9.3  ,N/A  ,5.27m,,,,,,22nd Nov 99  ,
449,450,Just Dance 2,Wii,Ubisoft  ,Ubisoft Paris  ,N/A  ,7.3  ,N/A  ,5.25m,,,,,,12th Oct 10  ,
450,451,Tomb Raider II,PS,Eidos Interactive  ,Core Design Ltd.  ,N/A  ,7.6  ,N/A  ,,5.24m,2.30m,2.46m,0.20m,0.28m,31st Oct 97  ,
451,452,Madden NFL 2004,PS2,EA Sports  ,EA Tiburon  ,N/A  ,9.5  ,N/A  ,,5.23m,4.26m,0.26m,0.01m,0.71m,12th Aug 03  ,
453,454,Call of Duty: Advanced Warfare,XOne,Activision  ,Sledgehammer Games  ,N/A  ,8.3  ,N/A  ,,5.22m,3.25m,1.49m,0.01m,0.48m,04th Nov 14  ,01st Jan 18
454,455,Fallout: New Vegas,PC,Bethesda Softworks  ,Obsidian Entertainment  ,N/A  ,8.3  ,N/A  ,5.22m,,,,,,19th Oct 10  ,
456,457,Kingdom Hearts II,PS2,Square Enix  ,Square Enix  ,N/A  ,8.3  ,N/A  ,5.20m,,,,,,28th Mar 06  ,
458,459,Nintendo Land,WiiU,Nintendo  ,Nintendo  ,N/A  ,7.8  ,N/A  ,5.20m,,,,,,18th Nov 12  ,20th Mar 18
459,460,Super Mario Land 3: Wario Land,GB,Nintendo  ,Nintendo R&D1  ,N/A  ,7.9  ,N/A  ,5.19m,,,,,,09th Feb 94  ,
461,462,Donkey Kong Country 2: Diddy's Kong Quest,SNES,Nintendo  ,Rare Ltd.  ,N/A  ,9.3  ,N/A  ,5.15m,,,,,,20th Nov 95  ,
462,463,Medal of Honor: Rising Sun,PS2,Electronic Arts  ,EA Los Angeles  ,N/A  ,5.9  ,N/A  ,,5.13m,1.98m,2.23m,0.13m,0.80m,11th Nov 03  ,
463,464,Battlefield 1,XOne,Electronic Arts  ,EA DICE  ,N/A  ,9.3  ,N/A  ,,5.13m,3.37m,1.26m,0.02m,0.48m,21st Oct 16  ,24th Mar 18
465,466,Microsoft Flight Simulator,PC,Microsoft  ,Microsoft  ,N/A  ,7.0  ,N/A  ,,5.12m,3.22m,1.69m,,0.20m,31st Oct 96  ,
466,467,Guitar Hero II,PS2,RedOctane  ,Harmonix Music Systems  ,N/A  ,9.2  ,N/A  ,,5.12m,3.81m,0.63m,,0.68m,07th Nov 06  ,
468,469,Resident Evil 5,PS3,Capcom  ,Capcom  ,8.4  ,8.6  ,8.8  ,,5.10m,1.96m,1.42m,1.08m,0.64m,13th Mar 09  ,
469,470,Fable III,X360,Microsoft Game Studios  ,Lionhead Studios  ,N/A  ,7.8  ,N/A  ,,5.10m,3.59m,1.09m,0.05m,0.37m,26th Oct 10  ,
470,471,Mario & Sonic at the Olympic Games,DS,Sega  ,Sega  ,N/A  ,7.0  ,N/A  ,,5.10m,1.63m,2.46m,0.44m,0.57m,22nd Jan 08  ,
471,472,Grand Theft Auto: Vice City Stories,PSP,Rockstar Games  ,Rockstar Leeds  ,N/A  ,8.4  ,N/A  ,,5.08m,1.70m,2.03m,0.16m,1.19m,31st Oct 06  ,
472,473,FIFA Soccer 11,PS3,EA Sports  ,EA Canada  ,N/A  ,8.7  ,N/A  ,,5.08m,0.61m,3.28m,0.06m,1.12m,28th Sep 10  ,
473,474,Super Mario Bros. Deluxe,GB,Nintendo  ,Nintendo EAD  ,N/A  ,9.7  ,N/A  ,5.07m,,,,,,30th Apr 99  ,
474,475,Final Fantasy XV,PS4,Square Enix  ,Square Enix  ,N/A  ,8.1  ,9.5  ,,5.07m,1.81m,1.53m,1.05m,0.68m,29th Nov 16  ,04th May 18
475,476,Fallout 4,XOne,Bethesda Softworks  ,Bethesda Game Studios  ,N/A  ,8.4  ,N/A  ,,5.03m,2.94m,1.62m,0.02m,0.45m,10th Nov 15  ,24th Mar 18
476,477,Tony Hawk's Pro Skater,PS,Activision  ,Neversoft Entertainment  ,N/A  ,9.6  ,N/A  ,,5.02m,3.42m,1.38m,0.02m,0.20m,31st Aug 99  ,
478,479,Spyro the Dragon,PS,Sony Computer Entertainment  ,Insomniac Games  ,N/A  ,8.7  ,N/A  ,,5.00m,3.36m,1.36m,0.07m,0.21m,10th Sep 98  ,
481,482,Gears of War,X360,Microsoft Game Studios  ,Epic Games  ,8.8  ,9.4  ,9.4  ,5.00m,,,,,,07th Nov 06  ,
482,483,Gears of War 2,X360,Microsoft Game Studios  ,Epic Games  ,9.0  ,9.4  ,9.5  ,5.00m,,,,,,07th Nov 08  ,
483,484,Halo 5: Guardians,XOne,Microsoft Studios  ,343 Industries  ,N/A  ,8.6  ,N/A  ,5.00m,,,,,,27th Oct 15  ,24th Mar 18
484,485,Halo: Combat Evolved,XB,Microsoft  ,Bungie Studios  ,N/A  ,9.5  ,N/A  ,5.00m,,,,,,14th Nov 01  ,11th Oct 18
488,489,Guitar Hero III: Legends of Rock,PS2,RedOctane  ,BudCat Creations  ,N/A  ,8.2  ,N/A  ,,4.98m,3.49m,0.01m,0.01m,1.48m,28th Oct 07  ,
489,490,Uncharted: Drake's Fortune,PS3,Sony Computer Entertainment  ,Naughty Dog  ,8.7  ,8.7  ,8.6  ,,4.97m,2.32m,1.73m,0.12m,0.80m,16th Nov 07  ,
490,491,Resident Evil 2,PS,Capcom  ,Capcom  ,N/A  ,9.3  ,N/A  ,4.96m,,,,,,21st Jan 98  ,
491,492,Fallout 3,X360,Bethesda Softworks  ,Bethesda Game Studios  ,8.2  ,9.0  ,8.6  ,,4.96m,3.41m,0.99m,0.09m,0.46m,28th Oct 08  ,
493,494,Splatoon,WiiU,Nintendo  ,Nintendo EAD  ,N/A  ,8.4  ,N/A  ,4.95m,,,,,,29th May 15  ,03rd Aug 20
494,495,Madden NFL 06,PS2,EA Sports  ,EA Tiburon  ,N/A  ,9.1  ,N/A  ,,4.91m,3.98m,0.26m,0.01m,0.66m,08th Aug 05  ,
495,496,Stardew Valley,PC,Chucklefish  ,ConcernedApe  ,N/A  ,9.2  ,N/A  ,4.91m,,,,,,26th Feb 16  ,21st Mar 18
496,497,Dragon Quest VIII: Journey of the Cursed King,PS2,Square Enix  ,Level 5 / Armor Project  ,N/A  ,8.6  ,N/A  ,4.90m,,,,,,15th Nov 05  ,
498,499,Diddy Kong Racing,N64,Nintendo  ,Rare Ltd.  ,N/A  ,8.3  ,N/A  ,4.88m,,,,,,24th Nov 97  ,
499,500,Pokémon Mystery Dungeon: Explorers of Time / Darkness,DS,Nintendo  ,ChunSoft  ,N/A  ,6.4  ,N/A  ,4.88m,,,,,,20th Apr 08  ,
503,504,Assassin's Creed,PS3,Ubisoft  ,Ubisoft Montreal  ,7.5  ,8.2  ,8.5  ,,4.83m,1.91m,2.01m,0.09m,0.82m,13th Nov 07  ,
505,506,Crash Team Racing,PS,Sony Computer Entertainment  ,Naughty Dog  ,N/A  ,9.2  ,N/A  ,,4.79m,2.57m,1.57m,0.44m,0.21m,30th Sep 99  ,
506,507,LEGO Star Wars: The Complete Saga,DS,LucasArts  ,Traveller's Tales  ,N/A  ,7.8  ,N/A  ,,4.77m,2.83m,1.49m,,0.45m,06th Nov 07  ,
507,508,The Legend of Zelda: Phantom Hourglass,DS,Nintendo  ,Nintendo EAD  ,9.2  ,9.1  ,N/A  ,4.76m,,,,,,02nd Oct 07  ,
508,509,Batman: Arkham City,X360,Warner Bros. Interactive  ,Rocksteady Studios  ,N/A  ,9.5  ,N/A  ,,4.75m,2.99m,1.28m,0.04m,0.44m,18th Oct 11  ,
509,510,Driver 2,PS,Atari  ,Reflections Interactive  ,N/A  ,7.0  ,N/A  ,,4.73m,2.36m,2.10m,0.02m,0.25m,13th Nov 00  ,
510,511,The Simpsons: Hit & Run,PS2,VU Games  ,Radical Entertainment  ,N/A  ,7.7  ,N/A  ,,4.70m,1.73m,2.19m,,0.79m,16th Sep 03  ,
511,512,World of Warcraft: Cataclysm,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,9.0  ,N/A  ,4.70m,,,,,,07th Dec 10  ,22nd Apr 18
512,513,Tony Hawk's Pro Skater 2,PS,Activision  ,Neversoft Entertainment  ,N/A  ,9.3  ,N/A  ,,4.68m,3.05m,1.41m,0.02m,0.20m,20th Sep 00  ,
513,514,Gran Turismo,PSP,Sony Computer Entertainment  ,Polyphony Digital  ,7.5  ,7.7  ,9.5  ,4.67m,,,,,,01st Oct 09  ,
514,515,The Lord of the Rings: The Two Towers,PS2,Electronic Arts  ,Stormfront Studios  ,N/A  ,8.3  ,N/A  ,,4.67m,1.94m,1.95m,0.08m,0.70m,21st Oct 02  ,
515,516,Tomb Raider,PS,Eidos Interactive  ,Core Design Ltd.  ,N/A  ,8.9  ,N/A  ,,4.63m,2.29m,1.97m,0.13m,0.24m,14th Nov 96  ,
516,517,God of War,PS2,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,N/A  ,9.3  ,N/A  ,4.62m,,,,,,22nd Mar 05  ,
517,518,The Legend of Zelda: A Link to the Past,SNES,Nintendo  ,Nintendo EAD  ,N/A  ,10.0  ,N/A  ,4.61m,,,,,,13th Apr 92  ,
518,519,Left 4 Dead,PC,Valve Corporation  ,Valve Software  ,N/A  ,8.6  ,8.5  ,4.60m,,,,,,17th Oct 08  ,
519,520,Forza Motorsport 4,X360,Microsoft Studios  ,Turn 10 Studio  ,N/A  ,9.1  ,N/A  ,,4.60m,2.08m,1.98m,0.06m,0.49m,11th Oct 11  ,
520,521,Guitar Hero III: Legends of Rock,Wii,RedOctane  ,Vicarious Visions  ,N/A  ,8.6  ,N/A  ,,4.60m,3.04m,1.12m,0.00m,0.44m,28th Oct 07  ,
521,522,Nintendogs + cats,3DS,Nintendo  ,Nintendo EAD  ,N/A  ,7.2  ,N/A  ,4.59m,,,,,,27th Mar 11  ,
522,523,"Pokémon: Let's Go, Pikachu!",NS,Nintendo  ,Game Freak  ,8.0  ,8.3  ,N/A  ,,4.57m,2.16m,1.24m,0.82m,0.34m,16th Nov 18  ,14th Nov 18
524,525,Mario & Luigi: Bowser's Inside Story,DS,Nintendo  ,AlphaDream Corporation  ,9.1  ,9.1  ,N/A  ,4.56m,,,,,,14th Sep 09  ,
525,526,FIFA 15,PS3,EA Sports  ,EA Canada  ,N/A  ,6.9  ,N/A  ,,4.56m,0.59m,3.25m,0.04m,0.68m,23rd Sep 14  ,23rd Mar 18
526,527,Mario & Sonic at the Olympic Winter Games,Wii,Sega  ,Sega  ,N/A  ,6.8  ,N/A  ,,4.54m,1.87m,1.97m,0.22m,0.48m,13th Oct 09  ,
527,528,Overwatch,PS4,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,8.8  ,N/A  ,,4.54m,1.84m,1.80m,0.17m,0.73m,24th May 16  ,24th Mar 18
528,529,Madden NFL 2005,PS2,EA Sports  ,EA Tiburon  ,N/A  ,9.5  ,N/A  ,,4.53m,4.18m,0.26m,0.01m,0.08m,09th Aug 04  ,
529,530,Guitar Hero III: Legends of Rock,X360,RedOctane  ,Neversoft  ,N/A  ,8.7  ,N/A  ,,4.53m,3.19m,0.91m,0.01m,0.42m,28th Oct 07  ,
531,532,Dead Island,PC,Deep Silver  ,Techland  ,N/A  ,7.1  ,N/A  ,4.52m,,,,,,06th Sep 11  ,
535,536,LittleBigPlanet,PS3,Sony Computer Entertainment  ,Media Molecule  ,9.2  ,9.4  ,9.2  ,4.50m,,,,,,28th Oct 08  ,
537,538,StarCraft II: Wings of Liberty,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,8.9  ,9.3  ,N/A  ,4.50m,,,,,,27th Jul 10  ,25th Jun 18
540,541,Warcraft III: Reign of Chaos,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,9.3  ,N/A  ,4.50m,,,,,,03rd Jul 02  ,23rd Nov 18
542,543,Professor Layton and the Curious Village,DS,Nintendo  ,Level 5  ,N/A  ,8.7  ,N/A  ,4.49m,,,,,,10th Feb 08  ,
543,544,Madden NFL 07,PS2,EA Sports  ,EA Tiburon  ,N/A  ,8.5  ,N/A  ,,4.49m,3.63m,0.24m,0.01m,0.61m,22nd Aug 06  ,
544,545,Spider-Man: The Movie,PS2,Activision  ,Treyarch  ,N/A  ,8.2  ,N/A  ,,4.48m,2.71m,1.51m,0.03m,0.23m,15th Apr 02  ,
545,546,The Elder Scrolls IV: Oblivion,X360,Take-Two Interactive  ,Bethesda Softworks  ,8.8  ,9.2  ,N/A  ,,4.47m,2.89m,1.03m,0.13m,0.41m,07th Jul 09  ,
546,547,The Legend of Zelda: The Wind Waker,GC,Nintendo  ,Nintendo EAD  ,N/A  ,9.6  ,N/A  ,4.43m,,,,,,26th Mar 03  ,
547,548,Tony Hawk's Pro Skater 3,PS2,Activision  ,Neversoft Entertainment  ,N/A  ,9.1  ,N/A  ,,4.41m,2.66m,1.29m,0.01m,0.46m,28th Oct 01  ,
549,550,Winning Eleven: Pro Evolution Soccer 2007,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,8.8  ,N/A  ,,4.39m,0.10m,2.39m,1.05m,0.86m,06th Feb 07  ,
552,553,Michael Jackson: The Experience,Wii,Ubisoft  ,Ubisoft Montpellier  ,N/A  ,5.6  ,N/A  ,,4.37m,2.64m,1.33m,0.01m,0.39m,23rd Nov 10  ,
554,555,Need for Speed: Most Wanted,PS2,Electronic Arts  ,EA Canada  ,N/A  ,8.6  ,N/A  ,,4.37m,2.03m,1.79m,0.08m,0.47m,15th Nov 05  ,
555,556,Resistance: Fall of Man,PS3,Sony Computer Entertainment  ,Insomniac Games  ,8.5  ,8.5  ,9.1  ,,4.37m,1.74m,1.72m,0.14m,0.76m,14th Nov 06  ,
557,558,Call of Duty: Advanced Warfare,X360,Activision  ,High Moon Studios  ,N/A  ,9.1  ,N/A  ,,4.34m,2.81m,1.13m,0.00m,0.41m,04th Nov 14  ,04th Jan 18
559,560,Animal Crossing: City Folk,Wii,Nintendo  ,Nintendo EAD  ,6.8  ,7.1  ,8.8  ,4.32m,,,,,,16th Nov 08  ,
562,563,Dragon Quest VII,PS,Enix  ,Heart Beat  ,N/A  ,8.0  ,3.0  ,4.30m,,,,,,01st Nov 01  ,27th Mar 18
563,564,Monster Hunter Generations,3DS,Capcom  ,Capcom  ,N/A  ,8.8  ,N/A  ,4.30m,,,,,,15th Jul 16  ,30th Jan 18
565,566,Batman: Arkham Asylum,PS3,Eidos Interactive  ,Rocksteady Studios  ,9.1  ,9.0  ,N/A  ,,4.28m,2.26m,1.33m,0.07m,0.63m,25th Aug 09  ,
566,567,Call of Duty: Advanced Warfare,PS3,Activision  ,High Moon Studios  ,N/A  ,9.1  ,N/A  ,,4.27m,1.59m,1.81m,0.20m,0.67m,04th Nov 14  ,04th Jan 18
567,568,God of War II,PS2,Sony Computer Entertainment  ,SCEA Santa Monica Studio  ,N/A  ,9.3  ,9.8  ,4.24m,,,,,,13th Mar 07  ,
569,570,Daxter,PSP,Sony Computer Entertainment  ,Ready at Dawn  ,N/A  ,8.6  ,N/A  ,,4.23m,2.45m,1.02m,,0.77m,14th Mar 06  ,
571,572,Super Paper Mario,Wii,Nintendo  ,Intelligent Systems  ,N/A  ,8.5  ,N/A  ,4.23m,,,,,,09th Apr 07  ,
572,573,Assassin's Creed: Revelations,PS3,Ubisoft  ,Ubisoft Montreal  ,N/A  ,8.8  ,N/A  ,,4.23m,1.41m,2.03m,0.10m,0.69m,15th Nov 11  ,
573,574,Metal Gear Solid 3: Snake Eater,PS2,Konami  ,KCEJ / Kojima Productions  ,N/A  ,9.0  ,N/A  ,,4.23m,1.46m,0.00m,0.83m,1.93m,17th Nov 04  ,
574,575,Assassin's Creed: Revelations,X360,Ubisoft  ,Ubisoft Montreal  ,N/A  ,7.9  ,N/A  ,,4.22m,2.28m,1.47m,0.04m,0.44m,15th Nov 11  ,
575,576,FIFA Soccer 06,PS2,EA Sports  ,EA Canada  ,N/A  ,8.4  ,N/A  ,,4.21m,0.78m,2.55m,0.04m,0.84m,04th Oct 05  ,
579,580,Monster Hunter 4 Ultimate,3DS,Capcom  ,Capcom  ,N/A  ,8.8  ,N/A  ,4.20m,,,,,,13th Feb 15  ,28th Mar 18
580,581,Street Fighter IV,PS3,Capcom  ,Capcom / Dimps Corporation  ,9.1  ,9.3  ,9.0  ,,4.19m,2.04m,1.05m,0.59m,0.52m,17th Feb 09  ,
582,583,FIFA Soccer 12,X360,EA Sports  ,EA Canada  ,N/A  ,9.2  ,N/A  ,,4.18m,0.85m,2.79m,0.02m,0.52m,27th Sep 11  ,
583,584,Call of Duty: Ghosts,PS4,Activision  ,Infinity Ward  ,N/A  ,7.5  ,N/A  ,,4.17m,1.79m,1.64m,0.05m,0.69m,15th Nov 13  ,21st Mar 18
584,585,Teenage Mutant Ninja Turtles,NES,Ultra Games  ,Konami  ,N/A  ,5.9  ,N/A  ,,4.17m,3.38m,0.44m,0.31m,0.04m,01st Jun 89  ,
585,586,Just Cause 2,PC,Eidos Interactive  ,Avalanche Studios  ,7.8  ,8.2  ,N/A  ,4.16m,,,,,,23rd Mar 10  ,
588,589,Star Wars Battlefront (2015),XOne,Electronic Arts  ,EA DICE  ,N/A  ,6.9  ,N/A  ,,4.15m,2.49m,1.26m,0.02m,0.38m,17th Nov 15  ,24th Mar 18
590,591,Madden NFL 2003,PS2,EA Sports  ,EA Tiburon  ,N/A  ,9.4  ,N/A  ,,4.14m,3.36m,0.21m,0.01m,0.56m,12th Aug 02  ,
593,594,Super Mario World 2: Yoshi's Island,SNES,Nintendo  ,Nintendo EAD  ,N/A  ,9.0  ,N/A  ,4.12m,,,,,,04th Oct 95  ,
594,595,Batman: Arkham Knight,PS4,Warner Bros. Interactive  ,Rocksteady Studios  ,N/A  ,8.1  ,N/A  ,,4.11m,1.65m,1.68m,0.11m,0.66m,23rd Jun 15  ,04th Jan 18
595,596,FIFA 07 Soccer,PS2,EA Sports  ,Team Fusion  ,N/A  ,8.4  ,N/A  ,,4.11m,0.71m,2.48m,0.03m,0.89m,03rd Oct 06  ,
596,597,The Sims 4,PC,Electronic Arts  ,Maxis  ,5.8  ,7.0  ,N/A  ,,4.10m,1.20m,2.60m,,0.30m,02nd Sep 14  ,29th Dec 17
598,599,Street Fighter II Turbo,SNES,Capcom  ,Capcom  ,N/A  ,9.0  ,N/A  ,4.10m,,,,,,01st Aug 93  ,
599,600,Fallout: New Vegas,X360,Bethesda Softworks  ,Obsidian Entertainment  ,7.7  ,8.2  ,N/A  ,,4.08m,2.67m,1.03m,0.04m,0.34m,19th Oct 10  ,
600,601,The Legend of Zelda: A Link Between Worlds,3DS,Nintendo  ,Nintendo EAD  ,N/A  ,9.3  ,N/A  ,4.07m,,,,,,22nd Nov 13  ,05th Jan 18
602,603,Far Cry 4,PS4,Ubisoft  ,Ubisoft Montreal  ,N/A  ,8.4  ,N/A  ,,4.06m,1.18m,2.14m,0.11m,0.63m,18th Nov 14  ,23rd Jan 18
603,604,Carnival Games,Wii,Global Star Software  ,Cat Daddy Games  ,N/A  ,4.2  ,N/A  ,,4.06m,2.12m,1.47m,0.05m,0.42m,28th Aug 07  ,
604,605,World Soccer Winning Eleven 9,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,8.9  ,N/A  ,,4.06m,0.12m,2.26m,0.90m,0.77m,07th Feb 06  ,
605,606,Forza Motorsport 2,X360,Microsoft Game Studios  ,Turn 10 Studios  ,N/A  ,9.1  ,N/A  ,,4.05m,2.35m,1.27m,0.03m,0.41m,29th May 07  ,
607,608,Tekken Tag Tournament,PS2,Namco  ,Namco  ,N/A  ,8.7  ,N/A  ,,4.05m,1.68m,1.51m,0.51m,0.35m,25th Oct 00  ,
609,610,Super Mario Maker,WiiU,Nintendo  ,Nintendo EAD  ,N/A  ,8.8  ,N/A  ,4.01m,,,,,,11th Sep 15  ,29th Mar 18
611,612,Diablo II,PC,Blizzard Entertainment  ,Blizzard North  ,N/A  ,8.8  ,N/A  ,4.00m,,,,,,29th Jun 00  ,
613,614,EyeToy Play,PS2,Sony Computer Entertainment  ,SCEE London Studio  ,N/A  ,7.5  ,N/A  ,4.00m,,,,,,04th Nov 03  ,
614,615,Just Dance,Wii,Ubisoft  ,Ubisoft Paris  ,N/A  ,5.4  ,N/A  ,4.00m,,,,,,17th Nov 09  ,
616,617,Monster Hunter: World,PS4,Capcom  ,Capcom  ,N/A  ,9.3  ,9.0  ,4.00m,,,,,,26th Jan 18  ,30th Jan 18
621,622,Star Fox 64,N64,Nintendo  ,Nintendo EAD  ,N/A  ,9.0  ,N/A  ,4.00m,,,,,,01st Jul 97  ,
623,624,World of Warcraft: Wrath of the Lich King,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,9.3  ,9.3  ,4.00m,,,,,,13th Nov 08  ,22nd Apr 18
624,625,Fallout 3,PS3,Bethesda Softworks  ,Bethesda Game Studios  ,8.2  ,8.8  ,N/A  ,,4.00m,2.18m,1.15m,0.07m,0.61m,28th Oct 08  ,
626,627,The Elder Scrolls V: Skyrim,PC,Bethesda Softworks  ,Bethesda Game Studios  ,N/A  ,9.2  ,N/A  ,,3.99m,1.18m,2.25m,,0.56m,11th Nov 11  ,01st Apr 18
628,629,NBA 2K16,PS4,2K Sports  ,Visual Concepts  ,N/A  ,8.7  ,N/A  ,,3.98m,2.56m,0.66m,0.05m,0.71m,29th Sep 15  ,28th Mar 18
630,631,Left 4 Dead 2,X360,Electronic Arts  ,Certain Affinity / Valve Software  ,9.0  ,9.0  ,N/A  ,,3.97m,2.67m,0.88m,0.05m,0.38m,17th Nov 09  ,
631,632,Far Cry 5,PS4,Ubisoft  ,Ubisoft  ,N/A  ,7.9  ,N/A  ,,3.95m,1.44m,1.73m,0.15m,0.62m,27th Mar 18  ,28th Feb 18
632,633,Battlefield 4,PS4,Electronic Arts  ,EA DICE  ,N/A  ,8.3  ,N/A  ,,3.94m,1.40m,1.74m,0.19m,0.62m,15th Nov 13  ,09th Jan 18
633,634,Assassin's Creed IV: Black Flag,PS3,Ubisoft  ,Ubisoft Montreal  ,N/A  ,8.7  ,N/A  ,,3.94m,1.34m,1.86m,0.13m,0.62m,29th Oct 13  ,14th Mar 18
634,635,EA Sports Active,Wii,EA Sports  ,EA Vancouver  ,N/A  ,8.3  ,N/A  ,,3.93m,2.11m,1.35m,0.06m,0.40m,19th May 09  ,
635,636,Half-Life 2: Episode One,PC,Electronic Arts  ,Valve Software  ,N/A  ,8.7  ,N/A  ,3.92m,,,,,,01st Jun 06  ,
639,640,Tony Hawk's Underground,PS2,Activision  ,Neversoft Entertainment  ,N/A  ,8.7  ,N/A  ,,3.90m,2.29m,1.17m,0.01m,0.42m,27th Oct 03  ,
640,641,Just Dance 2014,Wii,Ubisoft  ,Ubisoft Paris  ,N/A  ,7.4  ,N/A  ,,3.89m,1.91m,1.66m,,0.33m,08th Oct 13  ,08th Mar 18
641,642,Professor Layton and the Diabolical Box,DS,Nintendo  ,Level 5  ,9.0  ,8.5  ,N/A  ,3.88m,,,,,,24th Aug 09  ,
642,643,Sports Champions,PS3,Sony Computer Entertainment  ,SCE San Diego Studio  ,N/A  ,7.6  ,N/A  ,,3.88m,2.15m,1.13m,0.10m,0.50m,17th Sep 10  ,
643,644,World Soccer Winning Eleven 8 International,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,9.3  ,N/A  ,,3.85m,0.16m,1.89m,1.12m,0.68m,01st Feb 05  ,
646,647,Resident Evil VII: Biohazard,PS4,Capcom  ,Capcom  ,N/A  ,8.6  ,N/A  ,3.83m,,,,,,24th Jan 17  ,06th Nov 18
647,648,Monster Hunter Freedom Unite,PSP,Capcom  ,Capcom Production Studio 1  ,N/A  ,7.7  ,9.7  ,3.80m,,,,,,23rd Jun 09  ,
